genome	subtype	instances
AG-426-J15	RM_type_II	1
AG-900-N21	Zorya_other	1
AG-900-N21	Pycsar_unknown	1
AG-435-C18	RM_type_II	1
AG-435-D10	RM_type_II	1
AG-435-D10	dGTPase	1
AG-439-A14	Zorya_other	1
AG-904-M22	dGTPase	1
AG-457-K13	dGTPase	1
AG-457-K13	RM_type_II	1
AG-461-J19	RM_type_II	1
AG-359-C09	dGTPase	1
AG-359-D09	dGTPase	1
AG-359-G18	dGTPase	1
AG-359-G20	dGTPase	1
AG-359-G20	RM_type_II	1
AG-359-G22	RM_type_II	2
AG-464-D19	RM_type_II	1
AG-439-N04	RM_type_II	1
AG-365-L04	dGTPase	1
AG-439-N02	RM_type_II	1
AG-453-L06	dGTPase	1
AG-895-J15	RM_type_II	1
AG-893-M17	RM_type_II	1
AG-894-I05	RM_type_II	1
AG-894-I05	dGTPase	1
AG-422-P07	RM_type_II	1
AG-426-N15	RM_type_II	1
AG-426-N15	dGTPase	1
AG-430-B21	RM_type_II	1
AG-435-G17	dGTPase	1
AG-435-G17	RM_type_II	1
AG-414-I04	dGTPase	1
AG-414-I04	RM_type_II	1
AG-426-N10	Shedu	1
AG-430-L17	RM_type_II	1
AG-430-L17	dGTPase	1
AG-439-C18	dGTPase	1
AG-439-C18	RM_type_II	1
AG-911-L18	dGTPase	1
AG-911-L18	RM_type_II	1
AG-426-A07	RM_type_IIG	1
AG-435-B20	RM_type_II	1
AG-891-E08	RM_type_II	1
AG-430-D06	dGTPase	1
AG-430-I08	Mza_other	1
AG-430-I06	RM_type_II	1
AG-430-I06	dGTPase	1
AG-891-O15	RM_type_II	1
AG-891-O15	dGTPase	1
AG-892-F02	RM_type_II	1
AG-892-F02	dGTPase	1
AG-470-J14	dGTPase	1
AG-470-J14	RM_type_II	1
AG-892-E19	dGTPase	1
AG-439-D05	dGTPase	1
AG-439-I13	Zorya_other	1
AG-439-I13	dGTPase	1
AG-447-J08	dGTPase	1
AG-447-J08	RM_type_II	1
AG-457-P03	RM_type_II	1
AG-457-P03	dGTPase	1
AG-461-N20	RM_type_II	1
AG-896-O22	Pycsar_unknown	1
AG-896-O22	RM_type_II	1
AG-901-C15	dGTPase	1
AG-896-K04	dGTPase	1
AG-894-N13	dGTPase	1
AG-464-K14	Pycsar_unknown	1
AG-461-K07	RM_type_II	1
AG-461-K07	dGTPase	1
AG-900-D02	RM_type_II	2
AG-900-D02	Pycsar_unknown	1
AG-900-I13	dGTPase	1
AG-900-I13	RM_type_II	1
AG-901-J09	RM_type_II	1
AG-891-E06	RM_type_II	1
AG-891-J07	dGTPase	1
AG-891-J07	RM_type_II	1
AG-910-E22	Zorya_other	1
AG-911-A21	RM_type_II	1
AG-911-A21	dGTPase	1
AG-911-A15	dGTPase	1
AG-908-D11	dGTPase	1
AG-915-A14	dGTPase	1
AG-915-O08	RM_type_II	1
AG-915-O08	dGTPase	1
AG-916-C15	dGTPase	1
AG-916-K14	RM_type_II	1
AG-918-C14	dGTPase	1
AG-333-L20	RM_type_II	1
AG-333-L20	dGTPase	1
AG-337-M07	RM_type_II	1
AG-359-G19	RM_type_II	1
AG-360-K16	RM_type_II	1
AG-915-N18	RM_type_IV	1
AG-915-N18	Zorya_other	1
AG-916-K03	RM_type_II	1
AG-916-K04	RM_type_II	1
AG-916-K04	dGTPase	1
AG-918-K22	RM_type_II	1
AG-422-G19	RM_type_II	1
AG-430-N20	RM_type_II	1
AG-447-N08	dGTPase	1
AG-447-N08	RM_type_II	1
AG-904-B14	dGTPase	1
AG-919-A21	RM_type_II	1
AG-919-A21	dGTPase	1
AG-900-E15	RM_type_II	1
AG-903-G21	dGTPase	1
AG-905-A11	Mza_other	1
AG-905-A11	dGTPase	1
AG-404-P11	Zorya_other	1
AG-404-P11	RM_type_II	1
AG-325-D15	SspE	1
AG-447-L18	Druantia_other	2
AH-324-B07	dGTPase	1
AG-464-O20	dGTPase	1
AG-426-B19	dGTPase	1
AG-426-B19	RM_type_II	1
AG-333-L23	Druantia_other	1
AH-287-B07	dGTPase	1
AH-287-B07	RM_type_II	1
AH-287-G05	RM_type_II	1
AH-287-G05	dGTPase	1
AH-321-L20	dGTPase	1
AH-324-I16	dGTPase	1
AH-324-I16	RM_type_II	1
AH-326-G23	dGTPase	1
AG-893-G21	Zorya_other	1
AG-892-J03	dGTPase	1
AG-892-J03	RM_type_II	1
AG-325-D17	dGTPase	1
AG-325-D17	RM_type_II	1
AG-349-L15	PbeABCD	1
AG-325-D19	dGTPase	1
AG-325-D19	RM_type_II	1
AG-325-E19	RM_type_II	1
AG-359-F07	RM_type_II	1
AH-326-G20	dGTPase	1
AH-326-G20	RM_type_II	1
AG-911-J02	dGTPase	1
AG-911-J02	Zorya_other	1
AG-390-G23	RM_type_II	1
AG-390-G23	dGTPase	1
AG-895-L23	RM_type_II	1
AG-913-L23	Zorya_other	1
AG-435-L07	RM_type_II	1
AG-435-N16	dGTPase	1
AG-899-J02	RM_type_II	1
AG-899-J02	dGTPase	1
AG-349-K18	dGTPase	1
AG-426-K20	RM_type_II	1
AG-343-I15	dGTPase	1
AG-343-I16	dGTPase	1
AG-404-P08	RM_type_II	1
AG-426-J22	Druantia_other	1
AG-426-K03	RM_type_II	1
AG-404-J20	RM_type_II	1
AG-404-J20	dGTPase	1
AG-404-P13	RM_type_II	1
AG-422-A05	RM_type_II	2
AG-360-K11	RM_type_II	1
AG-360-K11	dGTPase	1
AG-390-C18	dGTPase	1
AG-891-P06	dGTPase	1
AG-891-P06	Mza_other	1
AG-891-P06	Mza	1
AG-365-N08	dGTPase	1
AG-365-N08	RM_type_II	1
AG-404-C04	RM_type_II	2
AG-404-C04	dGTPase	1
AG-404-P07	dGTPase	1
AG-404-P07	RM_type_II	1
AG-453-J21	Mza_other	1
AG-909-E04	RM_type_II	1
AG-909-E04	dGTPase	1
AG-910-C11	RM_type_II	1
AG-896-K07	dGTPase	1
AG-896-K07	RM_type_II	1
AG-901-J13	RM_type_II	1
AG-891-B17	Mza_other	1
AG-898-C07	dGTPase	1
AG-898-C07	RM_type_II	1
AG-914-P03	Hma	1
AG-901-J06	RM_type_II	1
AG-901-J10	RM_type_II	1
AG-901-J10	dGTPase	1
AG-447-J09	dGTPase	1
AG-414-F21	dGTPase	1
AG-414-F21	RM_type_II	1
AG-900-F10	dGTPase	1
AG-918-K09	dGTPase	1
AG-426-P02	Dnd_ABCDE	1
AG-439-K07	dGTPase	1
AG-891-P05	RM_type_II	1
AG-891-P05	dGTPase	1
AG-461-B09	dGTPase	1
AG-910-K18	RM_type_II	1
AG-916-F06	dGTPase	1
AG-896-C22	RM_type_II	1
AH-321-K15	RM_type_II	1
AH-321-K15	dGTPase	1
AG-892-G22	Mza	1
AG-892-G22	dGTPase	1
AG-908-E21	dGTPase	1
AG-908-E21	RM_type_II	1
AG-365-A04	dGTPase	1
AG-365-A04	RM_type_II	1
AG-365-P23	RM_type_II	1
AG-365-P23	dGTPase	1
AG-426-B16	RM_type_II	1
AG-426-P23	RM_type_II	1
AG-430-O11	RM_type_II	1
AG-430-O11	dGTPase	1
AG-439-F08	RM_type_II	1
AG-911-N13	dGTPase	1
AG-911-N13	RM_type_II	1
AG-911-O20	RM_type_II	1
AG-891-P20	Zorya_other	1
AG-891-P20	dGTPase	1
AG-893-O16	RM_type_II	2
AG-893-O16	dGTPase	1
AG-899-B06	Zorya_other	1
AG-899-B06	dGTPase	1
AG-893-I03	dGTPase	1
AH-321-L06	dGTPase	1
AG-343-A13	RM_type_II	1
AG-343-A13	dGTPase	1
AG-899-O21	RM_type_II	1
AG-892-O09	RM_type_II	1
AG-896-P17	RM_type_II	1
AG-917-C23	Zorya_other	1
AG-917-I15	dGTPase	1
AG-910-D19	Mza_other	1
AG-905-K05	RM_type_II	1
AG-908-O10	RM_type_II	1
AG-908-O10	dGTPase	1
AG-904-B16	RM_type_II	1
AG-891-P17	dGTPase	1
AG-903-I03	dGTPase	1
AG-430-O03	Mza	1
AG-892-N22	Zorya_other	1
AG-907-A10	dGTPase	1
AG-907-A10	RM_type_II	1
AG-914-P02	Cas_type_other	1
AG-914-P02	Druantia_other	1
AG-910-J22	RM_type_II	1
AG-917-D03	RM_type_II	1
AG-899-J06	Pycsar_unknown	1
AG-899-J06	RM_type_IIG	1
AG-899-J06	RM_type_II	1
AG-919-B19	RM_type_II	1
AG-905-A07	dGTPase	1
AG-905-A07	RM_type_II	1
AG-907-J03	dGTPase	1
AG-426-P15	dGTPase	1
AG-911-N14	RM_type_II	1
AG-390-A02	RM_type_II	1
AG-912-M06	RM_type_II	1
AG-912-M06	dGTPase	1
AG-414-E02	RM_type_II	1
AG-426-P19	TerY	1
AG-447-M21	RM_type_II	1
AG-447-M21	dGTPase	1
AG-912-G03	RM_type_II	1
AG-912-N08	RM_type_II	1
AH-287-O21	dGTPase	1
AH-326-K08	RM_type_II	1
AG-430-G21	dGTPase	1
AG-349-J03	Zorya_other	1
AG-426-K19	RM_type_II	1
AG-910-C18	RM_type_II	1
AG-910-C18	dGTPase	1
AG-913-M07	Zorya_other	1
AG-913-M07	dGTPase	1
AG-917-C18	Zorya_other	2
AG-917-C18	RM_type_II	1
AG-908-B21	dGTPase	1
AH-321-E05	dGTPase	1
AH-324-O07	Zorya_other	1
AG-919-J06	dGTPase	1
AG-430-O14	RM_type_II	1
AG-905-C11	dGTPase	1
AG-905-C11	RM_type_II	1
AG-349-F15	RM_type_II	1
AG-911-G20	RM_type_II	1
AG-918-A18	RM_type_II	1
AH-321-K14	dGTPase	1
AG-917-J08	RM_type_II	1
AG-917-G19	RM_type_II	1
AG-914-P04	Zorya_other	1
AG-920-I11	dGTPase	1
AH-324-B10	dGTPase	1
AG-319-J16	RM_type_II	1
AG-439-A02	RM_type_II	1
AG-896-L15	dGTPase	1
AG-896-L15	RM_type_II	1
AG-390-F08	RM_type_II	1
AG-439-N22	PbeABCD	1
AG-892-O03	RM_type_II	1
AG-892-O03	dGTPase	1
AG-343-G14	dGTPase	1
AG-365-B02	RM_type_IIG	1
AG-359-M22	RM_type_II	1
AG-892-O07	Zorya_other	1
AG-896-M05	dGTPase	1
AG-898-A08	Zorya_other	1
AG-898-A08	Hhe	1
AG-898-A08	dGTPase	1
AG-917-I10	RM_type_II	1
AG-319-J15	RM_type_II	1
AG-325-J07	RM_type_II	1
AG-426-C20	RM_type_II	1
AG-349-O19	dGTPase	1
AG-349-O19	RM_type_II	1
AG-919-A13	RM_type_II	1
AG-919-O09	dGTPase	1
AG-349-J20	RM_type_II	1
AG-349-O17	RM_type_II	1
AG-349-O17	dGTPase	1
AG-365-A20	RM_type_II	1
AG-337-I11	dGTPase	1
AG-337-I11	CBASS_type_Iis	1
AG-337-I11	RM_type_II	1
AG-337-I20	RM_type_II	1
AG-359-F04	dGTPase	1
AG-359-F04	Viperin_solo	1
AG-439-F15	dGTPase	1
AG-457-M22	dGTPase	1
AG-905-C17	Druantia_other	1
AG-905-C17	Cas_type_other	1
AG-439-F07	RM_type_II	1
AG-430-A11	dGTPase	1
AG-319-F14	RM_type_II	1
AG-439-A08	dGTPase	1
AG-426-P20	dGTPase	1
AG-426-P20	RM_type_II	1
AG-901-I21	dGTPase	1
AG-901-I21	RM_type_II	1
AG-891-E17	Zorya_other	1
AG-896-F14	dGTPase	1
AG-896-M21	RM_type_II	1
AG-349-C14	dGTPase	1
AG-430-I02	RM_type_II	1
AG-439-F03	dGTPase	1
AG-390-L08	RM_type_II	1
AG-390-L08	Zorya_other	1
AG-426-B06	Zorya_other	1
AG-426-B06	dGTPase	1
AG-910-B17	RM_type_II	1
AG-319-P07	RM_type_II	1
AG-325-E20	dGTPase	1
AG-325-E20	RM_type_II	1
AG-439-F13	RM_type_II	1
AG-447-I11	dGTPase	1
AG-447-I11	RM_type_II	1
AG-404-G08	Mza	1
AG-435-I06	RM_type_II	1
AG-447-C19	Pycsar_unknown	1
AG-891-M18	RM_type_II	1
AG-913-O16	RM_type_II	1
AG-904-K16	RM_type_II	1
AG-911-J03	RM_type_II	1
AG-911-A02	RM_type_II	1
AG-911-A02	dGTPase	1
AG-911-B05	dGTPase	1
AG-913-G13	Mza	1
AG-410-K05	dGTPase	1
AG-410-K05	RM_type_II	1
AG-457-M14	RM_type_II	1
AG-457-M14	dGTPase	1
AG-898-A06	dGTPase	1
AG-900-L08	RM_type_II	1
AG-900-L08	dGTPase	1
AG-426-C22	dGTPase	1
AG-904-B19	dGTPase	1
AG-904-B19	RM_type_II	1
AG-909-J20	dGTPase	1
AG-915-M14	Zorya_other	1
AG-892-I03	dGTPase	1
AG-892-I03	RM_type_II	1
AG-910-B22	RM_type_II	1
AG-453-K15	dGTPase	1
AG-453-K15	RM_type_II	2
AG-893-G20	Zorya_other	1
AG-894-O19	dGTPase	1
AG-894-O19	RM_type_II	1
AG-919-A20	dGTPase	1
AG-919-I23	dGTPase	1
AH-321-F19	dGTPase	1
AG-894-O04	RM_type_II	1
AG-896-F06	RM_type_II	1
AG-896-F06	dGTPase	1
AG-899-G02	dGTPase	1
AG-899-G02	RM_type_II	1
AG-912-I05	RM_type_II	1
AG-426-L03	dGTPase	1
AG-439-L10	RM_type_II	1
AG-914-L20	RM_type_II	1
AG-897-G09	RM_type_II	1
AG-897-G09	dGTPase	1
AG-899-G20	dGTPase	1
AG-899-N03	RM_type_II	1
AG-912-G22	dGTPase	1
AG-912-G22	RM_type_II	1
AG-912-P11	RM_type_II	1
AG-900-E05	RM_type_II	1
AG-917-O14	Mza	1
AG-917-P03	dGTPase	1
AG-910-A22	RM_type_II	1
AG-910-A22	dGTPase	1
AG-912-O16	RM_type_II	1
AG-914-F19	RM_type_II	2
AG-914-F18	RM_type_II	1
AG-914-F23	Zorya_other	1
AG-910-A21	RM_type_II	1
AG-447-M03	RM_type_II	1
AG-447-M05	RM_type_II	1
AG-447-M05	dGTPase	1
AG-911-A10	RM_type_II	1
AG-911-A10	dGTPase	1
AG-912-O21	RM_type_II	1
AG-920-A02	dGTPase	1
AG-920-A01	dGTPase	1
AG-920-A01	RM_type_II	1
AG-337-E15	RM_type_II	1
AG-337-O03	dGTPase	1
AG-337-O03	RM_type_II	1
AG-343-F07	RM_type_II	1
AG-343-F07	dGTPase	1
AG-916-C11	dGTPase	1
AG-916-C11	RM_type_II	1
AG-325-P18	RM_type_II	1
AG-325-P18	dGTPase	1
AG-333-K14	RM_type_II	1
AG-337-N10	dGTPase	1
AG-912-O20	dGTPase	1
AG-430-A10	RM_type_II	2
AG-430-A10	dGTPase	1
AG-893-C04	dGTPase	1
AG-917-P14	RM_type_II	1
AG-917-P14	dGTPase	1
AH-287-E09	dGTPase	1
AH-321-N05	RM_type_II	1
AH-324-L16	RM_type_II	1
AH-324-M18	dGTPase	1
AG-325-K09	dGTPase	1
AG-333-O05	RM_type_II	1
AG-343-F10	Zorya_other	1
AG-349-G19	RM_type_II	1
AG-349-G19	dGTPase	1
AG-360-F10	RM_type_II	1
AG-360-F10	dGTPase	1
AG-470-I18	RM_type_IV	1
AG-916-C10	RM_type_II	1
AG-916-C10	Zorya_other	1
AG-916-C10	Pycsar_unknown	1
AG-917-B08	dGTPase	1
AG-917-B08	RM_type_II	1
AG-917-I20	RM_type_II	1
AG-919-O08	RM_type_II	1
AG-919-O08	dGTPase	1
AG-917-P01	RM_type_II	1
AG-920-I10	RM_type_II	1
AG-911-G05	RM_type_II	1
AG-911-G05	dGTPase	1
AG-911-I18	RM_type_II	1
AG-422-D23	RM_type_II	2
AG-422-D23	dGTPase	1
AG-891-P22	PbeABCD	1
AG-893-M03	dGTPase	1
AG-895-E17	RM_type_II	1
AG-919-I13	RM_type_II	1
AG-337-N08	dGTPase	1
AG-337-P21	dGTPase	1
AG-913-O18	RM_type_II	1
AG-916-C04	RM_type_II	1
AH-321-A13	dGTPase	1
AG-435-K15	RM_type_II	1
AG-447-G20	RM_type_II	1
AG-901-O20	dGTPase	1
AG-343-L11	RM_type_II	1
AG-916-P23	RM_type_II	1
AG-916-P23	dGTPase	1
AG-920-I17	RM_type_IV	1
AH-326-N18	RM_type_II	1
AG-349-A22	dGTPase	1
AG-349-A22	RM_type_II	1
AG-905-C06	dGTPase	1
AG-905-C06	RM_type_II	1
AH-287-E03	dGTPase	1
AH-324-D13	Mza	1
AG-343-E13	RM_type_II	1
AG-343-E17	RM_type_II	1
AG-343-L18	dGTPase	1
AG-325-F05	dGTPase	1
AG-426-A16	dGTPase	1
AG-337-N04	RM_type_II	1
AG-360-E07	dGTPase	1
AH-326-N10	Mza	1
AG-319-A01	Pycsar_unknown	1
AG-362-A16	dGTPase	1
AG-365-E14	dGTPase	1
AG-414-L17	RM_type_II	1
AG-891-A01	dGTPase	1
AG-891-A01	RM_type_II	1
AG-325-P08	dGTPase	1
AG-901-P13	RM_type_II	1
AG-426-K09	RM_type_II	1
AG-435-L05	dGTPase	1
AG-447-G21	RM_type_II	1
AG-337-E14	Zorya_other	1
AG-337-E14	Pycsar_unknown	1
AG-349-G20	Zorya_other	1
AG-349-G20	dGTPase	1
AG-365-E17	RM_type_II	1
AG-365-E21	RM_type_II	1
AG-457-F17	RM_type_II	1
AG-894-M05	RM_type_II	1
AG-894-M05	dGTPase	1
AG-359-N03	dGTPase	1
AG-359-N03	RM_type_II	1
AG-404-L17	dGTPase	1
AG-894-M18	RM_type_II	1
AG-894-M23	RM_type_II	1
AG-435-A20	RM_type_II	2
AG-905-M07	dGTPase	1
AG-907-D18	Mza	1
AG-909-D09	dGTPase	1
AG-909-D09	RM_type_II	1
AG-909-N10	RM_type_II	1
AG-909-N10	dGTPase	1
AG-910-E18	dGTPase	1
AG-365-E13	dGTPase	1
AG-916-A21	dGTPase	1
AG-916-A21	RM_type_II	1
AG-920-O16	RM_type_II	1
AG-422-E02	dGTPase	1
AG-422-E02	Zorya_other	1
AG-430-J04	dGTPase	1
AG-430-J04	RM_type_II	1
AG-390-I15	RM_type_II	1
AG-390-I15	dGTPase	1
AG-422-L15	dGTPase	1
AG-457-F15	dGTPase	2
AG-457-F15	RM_type_II	1
AG-439-L09	dGTPase	1
AG-447-G18	Viperin_solo	1
AG-457-O16	RM_type_II	1
AG-319-F02	PbeABCD	1
AG-891-J06	RM_type_II	1
AG-892-B11	RM_type_II	1
AG-892-B11	dGTPase	1
AG-464-L20	dGTPase	1
AG-430-A02	RM_type_II	1
AG-453-B15	Mza	1
AG-464-M02	Mza_other	1
AG-899-K02	RM_type_II	1
AG-899-K02	dGTPase	1
AG-903-F16	dGTPase	1
AG-895-D11	Druantia_other	1
AG-913-J04	dGTPase	1
AG-899-J19	Zorya_other	1
AG-899-J19	dGTPase	1
AG-900-A21	Viperin_solo	1
AG-917-A09	RM_type_II	1
AG-917-A09	dGTPase	1
AG-919-D16	RM_type_II	1
AG-919-D16	dGTPase	1
AG-349-C22	RM_type_II	1
AG-913-J21	dGTPase	1
AG-913-J21	RM_type_II	1
AG-914-J10	dGTPase	1
AG-895-L21	dGTPase	1
AG-895-L21	RM_type_II	1
AG-899-B05	RM_type_II	1
AG-899-B05	dGTPase	1
AG-899-J23	RM_type_II	1
AG-903-F19	dGTPase	1
AG-904-K04	RM_type_II	1
AG-909-D07	Cas_type_other	1
AG-911-E14	dGTPase	1
AG-892-B19	RM_type_II	2
AG-461-D05	Cas_type_other	1
AH-287-P08	Zorya_other	1
AG-894-C21	RM_type_II	1
AG-904-B09	dGTPase	1
AG-905-B22	RM_type_II	1
AG-905-C04	dGTPase	1
AG-893-M22	RM_type_II	1
AG-893-M22	dGTPase	1
AG-895-D09	dGTPase	1
AG-896-E15	dGTPase	1
AG-896-E15	RM_type_II	2
AG-896-N07	RM_type_II	1
AG-909-D16	dGTPase	1
AG-909-D16	RM_type_II	1
AG-910-N04	RM_type_II	1
AH-287-K07	Zorya_other	1
AH-287-K07	RM_type_IV	1
AG-907-L10	RM_type_II	1
AG-912-F21	RM_type_II	1
AG-911-M11	RM_type_II	1
AG-911-M11	dGTPase	1
AG-912-G11	dGTPase	1
AG-435-L23	dGTPase	1
AG-447-E23	RM_type_II	1
AG-461-L15	dGTPase	1
AG-898-K13	dGTPase	1
AG-900-G22	RM_type_II	1
AG-910-M23	RM_type_II	1
AG-914-I16	RM_type_II	1
AG-914-I16	dGTPase	1
AG-916-J04	RM_type_II	1
AG-904-B07	RM_type_II	1
AG-904-K03	RM_type_II	1
AG-907-D05	dGTPase	1
AG-908-N09	RM_type_II	1
AG-909-D15	Cas_adaptation	1
AH-326-C09	RM_type_II	1
AH-326-C09	dGTPase	1
AG-917-O11	RM_type_II	1
AG-917-O11	dGTPase	1
AH-324-E10	RM_type_II	1
AG-920-O15	dGTPase	1
AG-920-O20	dGTPase	1
AH-287-J23	PbeABCD	1
AG-909-N06	RM_type_II	1
AG-909-N06	dGTPase	1
AG-910-F03	RM_type_II	1
AG-911-D23	dGTPase	1
AG-911-E02	RM_type_II	1
AG-911-E02	dGTPase	1
AG-919-D14	RM_type_II	1
AG-919-D14	dGTPase	1
AH-287-K04	dGTPase	1
AH-287-K04	RM_type_II	1
AG-916-B06	RM_type_II	1
AG-917-G06	RM_type_II	1
AG-457-N18	RM_type_II	1
AG-916-P05	dGTPase	1
AH-321-F16	dGTPase	1
AH-321-F16	RM_type_II	1
AG-365-B05	RM_type_II	1
AG-911-L20	Zorya_other	1
AG-911-L20	RM_type_II	1
AG-911-L20	dGTPase	1
AG-914-I15	RM_type_II	1
AG-914-I17	Zorya_other	1
AG-914-I17	dGTPase	1
AG-404-O18	dGTPase	1
AG-914-P16	RM_type_II	1
AG-337-C08	RM_type_II	1
AG-325-A10	dGTPase	1
AG-325-B04	Zorya_other	1
AG-365-A19	RM_type_II	1
AG-404-E02	dGTPase	1
AG-404-E02	RM_type_II	1
AG-414-G13	Druantia_type_IV	1
AG-414-G13	RM_type_II	1
AG-414-G13	Druantia_other	1
AG-422-J20	RM_type_II	1
AG-422-J20	dGTPase	1
AG-426-P13	Dnd_ABCDE	1
AG-891-I13	RM_type_II	2
AG-891-I13	dGTPase	1
AG-365-K11	dGTPase	1
AG-457-I23	Mza_other	1
AG-904-F16	RM_type_II	1
AG-917-G23	RM_type_II	1
AG-917-G23	dGTPase	1
AG-343-M03	dGTPase	1
AG-325-F13	RM_type_II	1
AG-325-F15	RM_type_II	1
AH-321-A05	dGTPase	1
AG-910-A06	dGTPase	1
AG-333-G20	RM_type_II	1
AG-912-F15	dGTPase	1
AG-912-F15	RM_type_II	1
AG-337-C13	RM_type_II	1
AG-365-K22	RM_type_II	1
AG-453-B06	dGTPase	1
AG-919-N15	PbeABCD	1
AG-470-A17	Mza_other	1
AG-897-I21	Dnd_ABCDE	1
AG-897-I21	PbeABCD	1
AG-365-K21	RM_type_II	1
AG-365-K21	dGTPase	1
AG-410-N23	RM_type_II	1
AG-410-N23	dGTPase	1
AG-359-I14	RM_type_II	1
AG-390-O06	RM_type_II	1
AG-325-L19	RM_type_II	1
AG-333-I22	Mza_other	1
AG-896-B07	dGTPase	1
AG-325-L13	dGTPase	1
AG-349-C15	RM_type_II	1
AG-365-B06	RM_type_II	1
AG-359-I17	RM_type_II	1
AG-359-I20	dGTPase	1
AG-359-I20	RM_type_II	1
AG-917-F02	Cas_type_other	1
AG-325-M05	dGTPase	1
AG-349-O21	RM_type_II	1
AG-349-O21	dGTPase	1
AG-422-B23	dGTPase	1
AG-422-B23	RM_type_II	1
AG-422-J14	dGTPase	1
AG-898-J19	dGTPase	1
AG-365-M14	dGTPase	1
AG-430-A15	RM_type_II	1
AG-435-D16	dGTPase	1
AG-426-I13	dGTPase	1
AG-430-A09	dGTPase	1
AG-911-L10	Mza_other	1
AG-913-K21	dGTPase	1
AG-913-K21	RM_type_II	1
AG-390-G08	dGTPase	1
AG-390-G08	RM_type_II	1
AG-894-G14	dGTPase	1
AG-899-L08	Zorya_other	1
AG-439-E16	Pycsar_unknown	1
AG-439-F02	dGTPase	1
AG-414-G03	RM_type_II	1
AG-414-G03	dGTPase	1
AG-422-J16	dGTPase	1
AG-422-J16	Zorya_other	1
AG-461-E05	RM_type_II	1
AG-461-E05	dGTPase	1
AG-461-E04	dGTPase	1
AG-461-E04	RM_type_II	1
AG-919-N20	RM_type_II	1
AH-287-F23	dGTPase	1
AG-464-I02	dGTPase	1
AG-898-F04	RM_type_II	1
AH-287-I11	dGTPase	1
AG-899-C03	Pycsar_unknown	1
AG-899-C03	RM_type_II	1
AG-904-C06	RM_type_II	1
AG-897-P16	dGTPase	1
AG-897-E21	Zorya_other	1
AG-908-J11	RM_type_II	1
AG-908-J19	RM_type_II	1
AG-893-J21	RM_type_II	1
AG-893-J21	dGTPase	1
AG-917-E07	RM_type_II	1
AG-917-E07	dGTPase	1
AG-917-E14	dGTPase	1
AG-917-E14	RM_type_II	1
AG-911-G13	RM_type_II	1
AG-911-G13	dGTPase	1
AG-911-I16	dGTPase	1
AG-911-I16	RM_type_II	1
AG-390-N13	RM_type_II	1
AG-325-N17	RM_type_II	1
AG-918-L20	RM_type_II	1
AG-918-L20	dGTPase	1
AG-893-C16	RM_type_II	1
AG-894-F10	dGTPase	1
AG-896-O07	RM_type_II	1
AG-911-M05	dGTPase	1
AG-911-M08	RM_type_II	1
AG-915-N15	RM_type_II	1
AG-915-N15	dGTPase	1
AG-896-I04	dGTPase	1
AG-896-I04	RM_type_II	1
AG-899-C16	RM_type_II	1
AG-899-C16	dGTPase	1
AG-905-A10	dGTPase	1
AG-905-A10	RM_type_II	1
AG-892-D14	Pycsar_unknown	1
AG-892-D14	Dpd	1
AG-893-J20	RM_type_II	1
AG-897-O14	dGTPase	1
AG-439-O22	Pycsar_unknown	1
AG-896-A16	RM_type_II	2
AG-896-M10	Mza	1
AG-897-D18	dGTPase	1
AG-907-E21	dGTPase	1
AG-907-E21	RM_type_II	1
AG-910-D07	RM_type_II	1
AG-910-D07	dGTPase	1
AG-903-N07	Mza	1
AH-324-N17	RM_type_II	1
AG-325-D20	dGTPase	1
AG-390-E05	dGTPase	1
AG-910-J20	RM_type_II	1
AG-912-D13	dGTPase	1
AG-912-D13	RM_type_II	1
AG-912-D10	dGTPase	1
AG-912-D10	RM_type_II	1
AG-914-F06	dGTPase	1
AG-899-C14	RM_type_II	1
AG-901-A06	Zorya_other	1
AG-905-O08	dGTPase	1
AG-905-O08	RM_type_II	1
AG-908-K15	RM_type_II	1
AG-908-K15	dGTPase	1
AG-918-C10	RM_type_II	1
AG-909-G06	dGTPase	1
AG-390-I22	dGTPase	1
AG-390-J11	RM_type_II	1
AG-915-A06	RM_type_II	1
AG-919-B18	AbiU	1
AG-919-B18	dGTPase	1
AG-912-P16	RM_type_II	1
AG-912-P16	dGTPase	1
AG-913-I22	RM_type_II	1
AG-913-I22	dGTPase	1
AG-915-A13	PbeABCD	1
AG-917-E11	DRT_other	1
AG-917-K06	RM_type_II	1
AG-917-K06	dGTPase	1
AG-918-C13	RM_type_II	1
AG-918-C11	Druantia_other	1
AG-337-E07	dGTPase	1
AG-337-E07	RM_type_II	1
AG-916-M15	dGTPase	1
AG-916-M15	RM_type_II	1
AH-324-L08	RM_type_II	1
AG-911-M18	Zorya_other	1
AG-911-M18	RM_type_II	1
AG-917-N02	RM_type_II	1
AG-917-N02	dGTPase	1
AG-920-K18	RM_type_II	1
AG-447-O14	RM_type_II	1
AG-360-A23	dGTPase	1
AG-360-A23	RM_type_II	1
AG-439-G19	dGTPase	1
AG-896-F02	RM_type_II	1
AG-422-E20	RM_type_II	1
AG-422-E20	dGTPase	1
AG-390-K20	RM_type_II	1
AH-287-E17	RM_type_II	2
AH-287-E17	dGTPase	1
AG-457-I22	RM_type_II	1
AG-470-M17	dGTPase	1
AG-894-L03	dGTPase	1
AG-895-B06	RM_type_II	1
AG-897-K15	RM_type_II	1
