genome,Sample,Sample feature,FACS mode,Estimated cell diameter (μm),WGA-X Cp (h),Raw read count,Assembly size (Mbp),Final contigs count,Max contig length,GC content (%),Genome completeness (%),Estimated genome size (Mbp)
AG-319-A05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.915351571,3416961,613965,54,51588,28,47,
AG-319-A06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.076294335,1072861,312975,56,17748,37,13,
AG-319-A07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.925415215,1575112,74994,22,6700,36,0,
AG-319-A08,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.760150406,3451123,1072726,49,99101,38,60,1.79
AG-319-A09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.747410805,4135018,1411673,57,138097,29,71,1.99
AG-319-A10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.096208218,767817,235543,53,18237,54,0,
AG-319-A11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.678488751,534854,1006355,46,108640,36,44,
AG-319-A13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.002351734,775748,630798,40,98803,35,38,
AG-319-A14,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.174781406,1837523,604974,49,59931,29,31,
AG-319-A15,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.792687014,1164473,113921,26,11829,38,7,
AG-319-A16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.88165787,348238,514392,55,49846,49,12,
AG-319-A17,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.161657899,958567,118215,20,12429,38,6,
AG-319-A18,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.973975304,1555273,392272,42,32633,30,37,
AG-319-A19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.320699186,995700,352042,46,24095,29,18,
AG-319-A22,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.6266515,3742865,322781,24,115475,44,11,
AG-319-A23,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.96086773,1244989,271097,26,41349,32,22,
AG-319-B02,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.160151746,1196821,107143,17,12781,30,6,
AG-319-B03,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.858195105,3070068,745094,73,39221,32,40,
AG-319-B04,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.282876349,355245,21936,4,8886,52,4,
AG-319-B05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.666367726,2970633,1356896,41,202863,36,85,1.6
AG-319-B06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.326813089,1120612,247886,35,17808,29,20,
AG-319-B07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.958697211,3727220,811722,57,60900,29,41,
AG-319-B09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.7099301,1889844,184497,43,13912,30,2,
AG-319-B10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.72870669,723301,831017,43,85101,32,47,
AG-319-B11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.79670184,1182310,289438,45,21242,33,15,
AG-319-B13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.978381556,1554414,91252,26,6606,30,0,
AG-319-B14,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.003542922,3285338,1365563,128,68528,54,33,
AG-319-B15,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,3.638079602,510176,87420,19,12022,66,0,
AG-319-B16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.905568945,612319,378175,41,26230,37,4,
AG-319-B17,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.533167911,1433626,106032,21,12482,37,5,
AG-319-B18,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.178329198,849322,486309,48,43504,36,23,
AG-319-B19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.337763452,974659,251033,34,20875,32,15,
AG-319-B20,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.336846071,986736,256551,36,21430,29,8,
AG-319-B21,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.095913576,691189,321060,46,18680,38,13,
AG-319-B23,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.61835858,3789427,1273972,44,166360,30,64,1.99
AG-319-C02,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.511832281,3152612,667064,34,80607,36,30,
AG-319-C04,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.139674441,1070645,154460,29,15747,29,8,
AG-319-C05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.797643515,887946,261259,40,30970,37,12,
AG-319-C06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.689492559,1132755,1150176,57,91379,29,47,
AG-319-C07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.114846688,974430,551457,44,43037,30,44,
AG-319-C08,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.856979539,823122,34770,10,5926,35,0,
AG-319-C09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.755481642,3564964,590324,56,41754,38,37,
AG-319-C10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.563345959,3610602,1473662,51,148267,37,62,2.38
AG-319-C11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.834728745,3334064,1219719,101,62652,34,47,
AG-319-C13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.977034362,3154588,716370,73,36500,30,36,
AG-319-C14,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.997891316,460366,401913,54,23324,42,9,
AG-319-C15,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.779039564,3533659,518883,42,69725,35,17,
AG-319-C16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.514762716,1189385,135032,27,20843,29,3,
AG-319-C17,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.015064981,1276408,270064,19,48327,33,0,
AG-319-C18,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.958755873,574139,68130,15,10824,63,0,
AG-319-C19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.848247654,4001451,527359,52,29437,29,26,
AG-319-C20,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.748541684,635534,114504,33,9642,44,7,
AG-319-C21,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.996801209,4464512,961276,86,58514,31,46,
AG-319-C22,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.977287108,4024918,719712,72,28397,32,45,
AG-319-D02,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.951482093,884559,298756,44,18826,28,15,
AG-319-D03,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.53514722,696378,50826,15,5380,37,2,
AG-319-D05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.693780207,2991207,1151268,62,97177,37,65,1.77
AG-319-D06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.706873686,3513283,871015,44,101594,33,46,
AG-319-D07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.69210765,3213643,1325711,58,113938,29,87,1.52
AG-319-D08,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.067347948,1549787,278569,36,21235,28,10,
AG-319-D09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.577299079,3228128,1478601,34,210508,37,92,1.61
AG-319-D10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.136097358,507960,260364,38,19027,38,8,
AG-319-D11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.44925729,983837,226213,38,19822,29,4,
AG-319-D13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.868446725,2809186,518632,61,39323,37,30,
AG-319-D15,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,3.254510813,845605,32433,11,4550,35,0,
AG-319-D16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.505801979,1063962,225142,44,13602,29,13,
AG-319-D17,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.378111151,1336051,531963,42,53119,34,26,
AG-319-D18,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.86878789,3439723,849162,58,65087,39,43,
AG-319-D19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.81567558,924042,568279,55,49955,29,37,
AG-319-D20,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.819126409,712320,588182,42,38631,30,41,
AG-319-D21,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.763523798,990072,439587,39,56085,31,22,
AG-319-D22,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.792623101,3294229,547772,44,54232,34,19,
AG-319-D23,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.309337381,888651,173724,33,14136,30,6,
AG-319-E03,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.813491177,3421645,925269,55,76884,30,59,1.57
AG-319-E04,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.782929837,2975431,631108,59,43355,32,36,
AG-319-E05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.620912324,2957822,1283062,135,33803,42,24,
AG-319-E06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.824403609,3135927,422776,57,31594,38,25,
AG-319-E07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.661306906,3242100,890163,61,81156,36,38,
AG-319-E08,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.875501317,1490266,517303,68,34819,29,8,
AG-319-E09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.85175509,2870880,777350,50,87647,43,48,
AG-319-E10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.592091893,3597782,996159,51,69925,38,56,1.78
AG-319-E11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.532487549,3323827,1272668,62,168113,38,67,1.9
AG-319-E13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.335671461,1094727,163207,31,18478,28,11,
AG-319-E14,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.036191394,1333247,342619,52,18112,29,27,
AG-319-E16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.146789307,711345,103218,23,11830,37,9,
AG-319-E17,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.659395834,3637304,1082049,137,27468,42,31,
AG-319-E18,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.925071348,3229654,1115641,58,79419,43,58,1.92
AG-319-E19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.617660866,4036228,554571,47,60126,42,19,
AG-319-E20,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.671410621,3523081,1123459,82,81761,33,49,
AG-319-E21,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.548940618,3831458,1113541,71,100488,36,60,1.86
AG-319-E22,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.503824612,3389019,953812,43,150065,36,64,1.49
AG-319-E23,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.074299281,861456,217485,40,13808,28,11,
AG-319-F02,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.652690802,3041594,639843,84,30750,43,38,
AG-319-F03,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.709216934,3097269,1143080,93,53943,32,40,
AG-319-F04,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.699785725,3329785,915055,73,50991,37,50,1.83
AG-319-F05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.741541418,2962406,903849,54,81464,30,67,1.35
AG-319-F06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.416211459,1295070,226531,36,13305,29,13,
AG-319-F07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.028237715,3325995,255624,21,37061,38,12,
AG-319-F08,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.606211259,3292883,1257362,46,90856,37,74,1.7
AG-319-F09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.657016548,3261143,845018,50,73429,31,68,1.24
AG-319-F10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.664500057,550368,714397,44,55840,33,39,
AG-319-F14,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.700999136,3529315,856529,55,97101,29,58,1.48
AG-319-F15,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,0.53,1.497171902,3309570,2393638,150,111701,49,65,3.68
AG-319-F16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.581110829,3733199,1221111,51,144355,33,50,2.44
AG-319-F18,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.631052339,6304177,1134287,42,148531,29,80,1.42
AG-319-F19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.698956404,4169687,614746,39,97824,33,53,1.16
AG-319-F20,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.217031771,863300,147164,30,12956,38,0,
AG-319-F21,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.613805215,3602008,1206773,64,80055,29,61,1.98
AG-319-F23,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.676484302,3553600,602954,55,65668,30,44,
AG-319-G02,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.987841542,2801718,993819,79,78837,29,42,
AG-319-G04,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.932037028,3039067,475966,57,43888,36,30,
AG-319-G05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.648617399,2953347,527025,35,55407,43,28,
AG-319-G06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.793370264,813180,30210,8,6387,39,0,
AG-319-G07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.80066875,3095396,491071,36,51926,48,28,
AG-319-G09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.700460182,2981026,1041925,88,106060,33,34,
AG-319-G10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.183693138,805486,204022,28,27282,30,10,
AG-319-G11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.045663378,685607,142496,29,18144,36,6,
AG-319-G13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.817169821,3392361,598414,46,94856,28,48,
AG-319-G14,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.787652585,3489838,819238,63,85879,35,33,
AG-319-G15,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.544113902,3492372,1264182,52,130453,37,73,1.73
AG-319-G16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.439816298,3254559,1055837,45,222627,45,59,1.79
AG-319-G17,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.666167699,3189565,1193828,96,76543,30,61,1.96
AG-319-G18,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.634639093,3195771,1185423,35,164876,38,73,1.62
AG-319-G19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.269065909,1282022,95546,28,5779,37,0,
AG-319-G20,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.006376788,1205690,304456,34,33210,30,4,
AG-319-G21,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.762945767,4172038,656460,54,48857,30,49,
AG-319-G22,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.566842114,4267367,1161470,49,122505,31,61,1.9
AG-319-G23,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.703372772,3783520,1101318,66,70633,39,59,1.87
AG-319-I02,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.014050414,761613,108397,7,36277,29,0,
AG-319-I03,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.020104335,3105855,564557,74,23373,30,42,
AG-319-I04,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.647093005,492174,57228,16,6011,38,0,
AG-319-I05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.624591228,1384877,227372,37,18232,29,16,
AG-319-I06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.124844995,457382,579141,70,31885,35,19,
AG-319-I07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.714196682,3092172,752389,28,81913,44,40,
AG-319-I09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.578000318,2918371,2291494,137,86072,42,61,3.76
AG-319-I10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.02360329,3393815,765396,101,44547,42,22,
AG-319-I11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.544425401,940381,92941,11,16625,30,9,
AG-319-I13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.527699427,569925,34142,9,6909,59,0,
AG-319-I14,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.881566205,284895,117104,19,12306,64,4,
AG-319-I15,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.197151218,508128,140628,25,11450,37,4,
AG-319-I16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.731894332,3602839,1010664,116,40399,42,8,
AG-319-I17,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.946578988,945273,372637,45,21367,29,4,
AG-319-I18,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.617131059,248923,387020,37,38755,42,19,
AG-319-I19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.946438641,1341795,401764,52,32961,28,18,
AG-319-I20,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.577118828,3478845,1048477,79,61896,38,65,1.61
AG-319-I22,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.4399684,9593560,1904729,164,53161,42,48,
AG-319-I23,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.643098508,899759,259538,20,51657,30,13,
AG-319-J02,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.70042456,3042243,1330042,59,109156,33,57,2.33
AG-319-J03,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.105069476,625300,192225,26,17120,36,11,
AG-319-J04,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.602400912,781510,138512,22,20261,33,0,
AG-319-J05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.481290627,898135,914676,61,176908,29,54,1.69
AG-319-J06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.588634094,3057561,1259172,40,225221,39,74,1.7
AG-319-J07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.086275029,850253,398647,47,28142,31,30,
AG-319-J09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.5882819,833887,623864,54,41115,35,44,
AG-319-J10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.557852588,1224231,105366,13,20115,32,0,
AG-319-J11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.215480478,511842,151403,22,25353,37,9,
AG-319-J13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.522481819,3192557,1205984,46,315690,39,68,1.77
AG-319-J14,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.172737705,386063,56555,7,24489,43,0,
AG-319-J15,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.146659585,503148,434696,40,73062,36,12,
AG-319-J16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.285025043,1017306,239088,36,24516,29,2,
AG-319-J17,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.673421739,3906953,1013244,95,55054,42,16,
AG-319-J18,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.512092315,3095341,1285264,72,82380,44,47,
AG-319-J19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.044242966,1316420,195285,27,19575,28,19,
AG-319-J20,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.053280605,965820,105746,9,46422,30,0,
AG-319-J21,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.656620551,3637012,876796,88,61136,37,42,
AG-319-J22,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.424344179,5994066,1279634,117,75083,42,38,
AG-319-J23,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.646932091,3562355,775330,71,58539,38,29,
AG-319-K02,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.715327637,2613321,996682,56,87217,36,47,
AG-319-K03,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.713456909,3066359,1239332,56,117172,39,62,2
AG-319-K04,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.239720375,954093,476094,38,51495,28,57,0.84
AG-319-K05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.961406503,636022,713577,51,52992,30,38,
AG-319-K06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,3.312581784,1140123,72249,20,10119,29,5,
AG-319-K07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.206221769,616342,374564,31,59303,33,30,
AG-319-K08,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.827764399,2939732,1089387,48,120829,36,51,2.14
AG-319-K09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,3.123236496,798122,180247,37,11067,29,17,
AG-319-K10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.947873217,3345450,724606,45,72413,36,47,
AG-319-K11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.8412938,3321600,1353260,58,114154,29,66,2.05
AG-319-K13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.703113048,144188,591640,48,86691,52,28,
AG-319-K14,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.175654959,856260,456536,35,85604,31,8,
AG-319-K15,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.57683861,627157,114643,28,14239,38,0,
AG-319-K16,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.534433074,780301,547239,48,56676,29,29,
AG-319-K17,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.705986199,228959,589479,44,52102,51,38,
AG-319-K19,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.634828941,3472315,1217412,72,105377,38,65,1.87
AG-319-K20,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.124868224,583994,401645,35,54192,37,19,
AG-319-K21,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.597218627,3470469,777573,41,119042,31,52,1.5
AG-319-K23,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.568482508,3591889,544092,44,61338,36,28,
AG-319-L02,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.654571153,209823,146393,21,20232,62,4,
AG-319-L03,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.19603965,827162,506316,46,49369,30,17,
AG-319-L04,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.975783658,463201,269725,41,23292,64,12,
AG-319-L05,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.512550097,1578182,148357,23,19449,28,0,
AG-319-L06,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.720132298,693379,220035,46,13052,38,0,
AG-319-L07,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.034523577,3384787,484132,40,57211,33,24,
AG-319-L08,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,3.300114987,1203569,100085,23,14025,30,8,
AG-319-L09,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.474140279,481974,215169,35,17853,42,4,
AG-319-L10,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.408527996,572868,550736,43,57510,39,22,
AG-319-L11,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,1.731872446,3245613,1021620,49,149992,36,49,
AG-319-L13,SWC-02,"Secondary DCM, oxygen deplete",Syto9-Prok,<0.5,2.493528508,565787,119807,23,8590,38,9,
