genome	system	instances
AM-288-C15	AbiU	1
AM-288-C15	RM	1
AM-288-C20	PD-T4-3	1
AM-288-C23	AbiU	1
AM-288-C23	RM	1
AM-288-D08	AbiU	1
AM-288-D20	RM	1
AM-288-D21	AbiU	1
AM-288-D21	RM	1
AM-288-E02	dXTPase	1
AM-288-E07	ShosTA	1
AM-288-E07	RM	1
AM-288-E08	RM	1
AM-288-E09	dXTPase	1
AM-288-E11	dXTPase	1
AM-288-E15	RM	1
AM-288-E22	AbiU	1
AM-288-F04	RM	2
AM-288-F05	RM	2
AM-288-F07	AbiU	1
AM-288-F07	ShosTA	1
AM-288-F07	RM	1
AM-288-F08	DarTG	1
AM-288-F08	PD-T4-3	1
AM-288-F10	RM	1
AM-288-F13	Hhe	1
AM-288-F13	DarTG	1
AM-288-F13	RM	1
AM-288-F16	RM	1
AM-288-F17	RM	1
AM-288-F21	AbiU	1
AM-288-F23	RM	1
AM-288-G03	AbiU	1
AM-288-G03	Dnd	1
AM-288-G19	AbiU	1
AM-288-G20	dXTPase	1
AM-288-G20	Zorya	1
AM-288-G21	dXTPase	1
AM-288-G23	AbiU	1
AM-288-I05	ShosTA	1
AM-288-I05	BREX	1
AM-288-I06	Zorya	1
AM-288-I08	RM	1
AM-288-I10	RM	1
AM-288-I21	AbiU	1
AM-288-I21	RM	1
AM-288-J02	RM	1
AM-288-J07	RM	1
AM-288-J10	RM	1
AM-288-J13	Mokosh	1
AM-288-J15	PsyrTA	1
AM-288-J15	RM	1
AM-288-J18	RM	1
AM-288-J22	RM	1
AM-288-J23	AbiU	1
AM-288-J23	RM	2
AM-288-K07	RM	1
AM-288-K10	RM	1
AM-288-K11	RM	1
AM-288-K13	PsyrTA	1
AM-288-K23	RM	1
AM-288-L03	RM	2
AM-288-L04	AbiU	1
AM-288-L04	RM	1
AM-288-L13	Mokosh	1
AM-288-L13	RM	1
AM-288-L14	Eleos	1
AM-288-L15	Dpd	1
AM-288-L15	RM	1
AM-288-L16	RM	1
AM-288-L18	ShosTA	1
AM-288-L21	AbiU	1
AM-288-M05	AbiU	1
AM-288-M05	RM	1
AM-288-M06	ShosTA	1
AM-288-M06	RM	1
AM-288-M15	PsyrTA	1
AM-288-M15	RM	1
AM-288-N08	RM	1
AM-288-N13	Eleos	1
AM-288-N19	AbiU	1
AM-288-O02	AbiU	1
AM-288-O05	RM	1
AM-288-O11	RM	1
AM-288-O14	RM	2
AM-288-P03	RM	1
AM-332-A13	RM	1
AM-332-A23	RM	1
AM-332-B11	Mokosh	1
AM-332-B11	RM	1
AM-332-C14	RM	1
AM-332-C18	RM	1
AM-332-D06	dXTPase	1
AM-332-D06	RM	1
AM-332-D22	RM	1
AM-332-E07	RM	1
AM-332-E19	RM	1
AM-332-E21	RM	1
AM-332-E23	RM	2
AM-332-F08	Zorya	1
AM-332-F08	RM	1
AM-332-F09	RM	1
AM-332-F13	Zorya	1
AM-332-F17	RM	1
AM-332-F20	PsyrTA	1
AM-332-G23	AbiE	1
AM-332-G23	Mokosh	1
AM-332-I13	AbiU	1
AM-332-I13	RM	1
AM-332-I14	AbiU	1
AM-332-I23	RM	2
AM-332-J04	RM	1
AM-332-J08	RM	1
AM-332-J09	Shango	1
AM-332-J09	RM	1
AM-332-J19	RM	1
AM-332-J20	PsyrTA	1
AM-332-J20	Eleos	1
AM-332-J20	RM	1
AM-332-K05	AbiU	1
AM-332-K20	PrrC	1
AM-332-K21	Viperin	2
AM-332-K21	DISARM	1
AM-332-K22	Druantia	1
AM-332-K22	RM	1
AM-332-L03	RM	1
AM-332-L06	RM	1
AM-332-L10	RM	1
AM-332-L13	PsyrTA	1
AM-332-L13	RM	1
AM-332-L20	RM	1
AM-332-L21	RM	1
AM-332-M11	RM	2
AM-332-M13	RM	1
AM-332-N05	RM	2
AM-332-N14	Kiwa	1
AM-332-N14	Wadjet	1
AM-332-N14	Septu	1
AM-332-N14	RM	3
AM-332-N15	Wadjet	1
AM-332-N15	RM	1
AM-332-N15	PrrC	1
AM-332-N18	RM	1
AM-332-O10	AbiU	1
AM-332-O10	Retron	1
AM-332-O18	AbiU	1
AM-332-P06	RM	1
AM-332-P08	PARIS	1
AM-332-P14	RM	2
AM-332-P14	Cas	1
AM-334-A07	AbiU	1
AM-334-A07	RM	2
AM-334-A09	RM	2
AM-334-A20	RM	1
AM-334-B03	RM	2
AM-334-B04	RM	1
AM-334-B05	AbiU	1
AM-334-B06	RM	2
AM-334-B18	RM	1
AM-334-B20	RM	1
AM-334-B21	ShosTA	1
AM-334-B21	Dpd	1
AM-334-C04	AbiU	1
AM-334-C04	RM	1
AM-334-C11	AbiU	1
AM-334-C14	RM	1
AM-334-C16	AbiU	1
AM-334-C16	DarTG	1
AM-334-C22	AbiU	1
AM-334-D03	AbiU	1
AM-334-D05	RM	1
AM-334-D07	AbiU	1
AM-334-D07	RM	1
AM-334-D10	AbiU	1
AM-334-E02	AbiU	1
AM-334-E10	RM	1
AM-334-E13	RM	1
AM-334-F04	RM	1
AM-334-F13	RM	2
AM-334-F17	AbiU	1
AM-334-F17	Dnd	1
AM-334-F17	RM	1
AM-334-F18	AbiU	1
AM-334-G03	AbiU	1
AM-334-G03	RM	1
AM-334-G08	Viperin	1
AM-334-G08	RM	1
AM-334-G10	AbiU	1
AM-334-G17	RM	1
AM-334-G18	AbiU	1
AM-334-G19	dXTPase	1
AM-334-G20	Viperin	1
AM-334-G20	RM	3
AM-334-I14	AbiU	1
AM-334-I14	Retron	1
AM-334-J03	AbiU	1
AM-334-J03	RM	1
AM-334-J03	Cas	1
AM-334-J13	AbiU	1
AM-334-J13	RM	1
AM-334-J22	PD-T4-3	1
AM-334-K02	AbiU	1
AM-334-K05	PD-Lambda-1	1
AM-334-K05	RM	3
AM-334-K10	AbiU	1
AM-334-K11	RM	1
AM-334-K13	AbiU	1
AM-334-K13	RM	1
AM-334-K15	Cas	1
AM-334-K19	RM	1
AM-334-K22	Eleos	1
AM-334-K23	RM	1
AM-334-L02	DarTG	1
AM-334-L02	RM	1
AM-334-L11	Dnd	1
AM-334-L17	AbiU	1
AM-334-M04	Retron	1
AM-334-M04	RM	1
AM-334-M05	Cas	1
AM-334-M14	PD-T4-3	1
AM-334-M18	Cas	1
AM-334-N04	Eleos	1
AM-334-N15	RM	1
AM-334-N17	RM	1
AM-334-N20	AbiU	1
AM-334-P14	AbiU	1
AM-334-P14	RM	3
AM-334-P16	dXTPase	1
AM-388-A11	RM	1
AM-388-A17	PfiAT	1
AM-388-A17	RM	3
AM-388-A20	RM	2
AM-388-B05	AbiE	2
AM-388-B05	PD-T4-3	1
AM-388-B05	RM	3
AM-388-B13	CapRel	1
AM-388-B14	RM	1
AM-388-B15	RM	1
AM-388-B16	AbiE	1
AM-388-B16	Sefir	1
AM-388-B16	RM	3
AM-388-B17	RloC	1
AM-388-B19	SoFic	1
AM-388-B19	RM	1
AM-388-B21	SoFic	1
AM-388-B23	Shedu	1
AM-388-B23	RM	2
AM-388-C04	AbiE	3
AM-388-C04	SanaTA	1
AM-388-C06	RM	1
AM-388-C09	SoFic	1
AM-388-C10	RM	1
AM-388-C11	AbiP2	1
AM-388-C11	SoFic	1
AM-388-C11	RM	2
AM-388-C13	PD-T7-2	1
AM-388-C13	RM	2
AM-388-C17	SoFic	1
AM-388-C17	CBASS	1
AM-388-C17	RM	3
AM-388-C18	AbiL	1
AM-388-C19	BREX	3
AM-388-C19	SoFic	1
AM-388-C19	RM	2
AM-388-C20	RM	1
AM-388-C22	RM	1
AM-388-C23	Hachiman	1
AM-388-C23	Cas	2
AM-388-D05	Shedu	1
AM-388-D05	AVAST	1
AM-388-D05	BREX	1
AM-388-D05	RM	3
AM-388-D05	Cas	2
AM-388-D06	RM	1
AM-388-D07	BREX	2
AM-388-D07	RM	5
AM-388-D10	AbiE	2
AM-388-D10	SoFic	1
AM-388-D10	RM	3
AM-388-D15	AbiE	3
AM-388-D15	RM	6
AM-388-D19	PD-T4-3	1
AM-388-D19	RM	1
AM-388-D20	SoFic	1
AM-388-D20	RM	2
AM-388-D22	Eleos	1
AM-388-D22	RM	2
AM-388-D23	AbiE	1
AM-388-D23	PsyrTA	1
AM-388-D23	SspBCDE	1
AM-388-D23	RM	1
AM-388-D23	Cas	1
AM-388-E03	PsyrTA	1
AM-388-E09	AbiD	1
AM-388-E09	SanaTA	1
AM-388-E09	SoFic	2
AM-388-E09	RM	2
AM-388-E11	AbiL	1
AM-388-E11	DISARM	1
AM-388-E11	RM	2
AM-388-E13	Gabija	1
AM-388-E13	dXTPase	1
AM-388-E13	AbiE	3
AM-388-E13	BREX	1
AM-388-E13	SoFic	1
AM-388-E13	RM	3
AM-388-E15	AbiE	5
AM-388-E15	RM	1
AM-388-E17	Lamassu	1
AM-388-E17	SspBCDE	1
AM-388-E17	SoFic	1
AM-388-E17	RM	2
AM-388-E18	RM	2
AM-388-E19	RM	1
AM-388-E21	AbiE	2
AM-388-E21	RM	1
AM-388-F03	SanaTA	1
AM-388-F03	RM	2
AM-388-F04	Retron	1
AM-388-F07	RM	1
AM-388-F07	Cas	1
AM-388-F13	TerY	1
AM-388-F13	Pycsar	1
AM-388-F13	RM	6
AM-388-F13	Cas	1
AM-388-F15	RM	1
AM-388-F17	AbiE	4
AM-388-F17	AbiD	1
AM-388-F17	Sefir	1
AM-388-F17	RM	7
AM-388-F20	Lamassu	1
AM-388-F20	Mokosh	1
AM-388-F20	Retron	1
AM-388-F20	RM	1
AM-388-F22	AbiL	1
AM-388-F22	Gabija	1
AM-388-F22	PfiAT	1
AM-388-F22	SoFic	1
AM-388-F22	RM	4
AM-388-G02	SoFic	1
AM-388-G02	RM	2
AM-388-G03	SoFic	1
AM-388-G03	RM	1
AM-388-G04	SoFic	1
AM-388-G04	RM	2
AM-388-G08	AbiE	1
AM-388-G08	AbiU	1
AM-388-G08	Septu	1
AM-388-G08	RM	1
AM-388-G13	BREX	1
AM-388-G13	RM	8
AM-388-G14	Thoeris	2
AM-388-G14	pAgo	1
AM-388-G14	RM	2
AM-388-G15	RM	2
AM-388-G16	RM	1
AM-388-G16	Cas	1
AM-388-G18	RM	1
AM-388-G19	RM	4
AM-388-G22	Mokosh	1
AM-388-G22	BREX	1
AM-388-G22	RM	3
AM-388-G23	PsyrTA	1
AM-388-G23	RM	2
AM-388-I02	PD-Lambda-1	1
AM-388-I04	Cas	1
AM-388-I07	PfiAT	2
AM-388-I07	BREX	1
AM-388-I07	RM	1
AM-388-I08	RM	2
AM-388-I11	AbiE	1
AM-388-I13	AbiE	1
AM-388-I13	Lamassu	1
AM-388-I13	Druantia	1
AM-388-I13	PD-T4-4	1
AM-388-I13	BREX	1
AM-388-I13	RM	2
AM-388-I13	Cas	1
AM-388-I14	Shedu	1
AM-388-I14	AbiE	1
AM-388-I14	Dsr	1
AM-388-I14	DarTG	1
AM-388-I14	SoFic	1
AM-388-I14	Sefir	1
AM-388-I14	RM	3
AM-388-I16	SoFic	1
AM-388-I16	RM	1
AM-388-I17	SoFic	2
AM-388-I17	Eleos	1
AM-388-I17	RM	3
AM-388-I17	Cas	1
AM-388-I18	BREX	1
AM-388-I18	PfiAT	1
AM-388-I18	RM	2
AM-388-I20	RM	1
AM-388-I21	Gabija	1
AM-388-I21	AVAST	1
AM-388-I21	SanaTA	1
AM-388-I21	Retron	1
AM-388-I21	RM	2
AM-388-I22	PARIS	1
AM-388-I22	RM	2
AM-388-I23	RM	2
AM-388-J02	AbiE	1
AM-388-J03	AbiE	1
AM-388-J03	RM	3
AM-388-J04	BREX	1
AM-388-J07	RL	1
AM-388-J07	SoFic	1
AM-388-J07	RM	2
AM-388-J09	PsyrTA	1
AM-388-J09	CapRel	1
AM-388-J09	RM	1
AM-388-J10	PD-T7-2	1
AM-388-J10	Mokosh	1
AM-388-J10	SoFic	1
AM-388-J10	pAgo	1
AM-388-J10	RM	4
AM-388-J10	Cas	1
AM-388-J11	AbiE	2
AM-388-J13	PsyrTA	1
AM-388-J13	PD-T4-2	1
AM-388-J13	SoFic	1
AM-388-J14	BREX	1
AM-388-J14	SoFic	1
AM-388-J14	RM	4
AM-388-J15	SoFic	1
AM-388-J15	RM	2
AM-388-J17	RM	1
AM-388-J22	Thoeris	1
AM-388-J22	SoFic	2
AM-388-J22	RM	1
AM-388-J23	RM	1
AM-388-K02	RM	1
AM-388-K09	RM	1
AM-388-K10	RM	1
AM-388-K16	RloC	1
AM-388-K16	AbiL	1
AM-388-K16	AbiE	2
AM-388-K16	PD-T7-2	1
AM-388-K16	BREX	1
AM-388-K16	RM	4
AM-388-K17	RM	1
AM-388-K19	SoFic	1
AM-388-K21	RM	1
AM-388-L02	AbiL	1
AM-388-L02	pAgo	1
AM-388-L02	RM	3
AM-388-L04	Azaca	1
AM-388-L04	RM	1
AM-388-L10	CapRel	1
AM-388-L11	Dnd	1
AM-388-L11	BREX	1
AM-388-L11	RM	2
AM-388-L13	AbiJ	1
AM-388-L13	RM	2
AM-388-L14	Retron	1
AM-388-L14	RM	3
AM-388-L15	Shedu	1
AM-388-L15	AbiE	1
AM-388-L15	PARIS	2
AM-388-L15	RM	4
AM-388-L18	RM	2
AM-388-L22	Lamassu	1
AM-388-L22	SoFic	1
AM-388-L22	RM	4
AM-388-M02	Mokosh	1
AM-388-M08	RM	2
AM-388-M11	SoFic	1
AM-388-M11	CBASS	1
AM-388-M11	RM	1
AM-388-M14	RM	1
AM-388-M20	RM	3
AM-388-M22	Sefir	1
AM-388-M22	SanaTA	1
AM-388-M22	Borvo	1
AM-388-M22	RM	5
AM-388-N03	Zorya	1
AM-388-N03	Retron	1
AM-388-N03	BREX	1
AM-388-N03	RM	4
AM-388-N06	RM	1
AM-388-N07	AbiE	1
AM-388-N07	RM	1
AM-388-N07	Cas	2
AM-388-N09	AbiE	3
AM-388-N09	SanaTA	1
AM-388-N13	TerY	1
AM-388-N13	AbiE	1
AM-388-N14	AbiD	1
AM-388-N14	RM	2
AM-388-N15	SoFic	2
AM-388-N15	RM	1
AM-388-N16	Gabija	1
AM-388-N16	NLR	1
AM-388-N16	BREX	1
AM-388-N16	RM	4
AM-388-N17	RM	1
AM-388-N18	RM	1
AM-388-N20	RM	1
AM-388-N20	Cas	1
AM-388-N23	SoFic	1
AM-388-O03	RM	1
AM-388-O04	DRT	2
AM-388-O04	AbiP2	1
AM-388-O05	CapRel	1
AM-388-O05	RM	2
AM-388-O06	RM	1
AM-388-O07	ShosTA	1
AM-388-O07	RM	2
AM-388-O09	RM	1
AM-388-O13	Lamassu	1
AM-388-O13	BREX	1
AM-388-O13	RM	4
AM-388-O14	PsyrTA	1
AM-388-O14	BREX	1
AM-388-O14	RM	1
AM-388-O16	PsyrTA	1
AM-388-O18	AbiU	1
AM-388-O19	TerY	1
AM-388-O19	RM	1
AM-388-O20	RM	1
AM-388-O21	Septu	1
AM-388-O21	Menshen	1
AM-388-O21	SoFic	1
AM-388-O21	RM	3
AM-388-O21	Cas	3
AM-388-O23	Gabija	1
AM-388-O23	Qat	1
AM-388-O23	PD-T7-4	1
AM-388-O23	BREX	1
AM-388-O23	RM	2
AM-388-P01	RM	2
AM-388-P02	SoFic	1
AM-388-P02	RM	1
AM-388-P03	DarTG	1
AM-388-P03	CapRel	1
AM-388-P03	PD-T4-1	1
AM-388-P03	RM	1
AM-388-P04	SoFic	1
AM-388-P04	RM	1
AM-388-P06	Pycsar	1
AM-388-P06	BREX	1
AM-388-P06	RM	1
AM-388-P07	Eleos	1
AM-388-P07	SoFic	2
AM-388-P07	RM	6
AM-388-P09	AbiE	2
AM-388-P09	RL	1
AM-388-P09	RM	1
AM-388-P11	RM	1
AM-388-P13	RloC	1
AM-388-P13	RM	1
AM-388-P15	AbiE	2
AM-388-P15	SoFic	1
AM-388-P15	CBASS	1
AM-388-P15	RM	1
AM-388-P16	AbiE	3
AM-388-P16	DRT	1
AM-388-P16	BREX	1
AM-388-P16	SanaTA	1
AM-388-P16	RM	6
AM-388-P18	BREX	1
AM-388-P18	RM	3
AM-388-P20	RM	1
AM-388-P23	RM	3
AM-390-A01	AbiU	1
AM-390-A03	RM	1
AM-390-A05	RM	1
AM-390-A07	AbiE	2
AM-390-A07	PsyrTA	1
AM-390-A07	RM	2
AM-390-A08	Cas	1
AM-390-A09	AbiD	1
AM-390-A09	Dnd	1
AM-390-A09	BREX	1
AM-390-A09	Sefir	1
AM-390-A09	RM	2
AM-390-A10	Eleos	1
AM-390-A10	RM	1
AM-390-A11	AbiD	1
AM-390-A11	PsyrTA	1
AM-390-A11	RM	2
AM-390-A13	AbiU	1
AM-390-A13	RM	2
AM-390-A14	RM	3
AM-390-A18	Septu	1
AM-390-A18	RM	4
AM-390-A20	AbiE	4
AM-390-A20	BREX	1
AM-390-A20	SanaTA	1
AM-390-A20	RM	4
AM-390-A22	AbiE	1
AM-390-A22	RM	2
AM-390-A23	Eleos	1
AM-390-A23	RM	2
AM-390-B02	SoFic	1
AM-390-B03	BREX	1
AM-390-B03	RM	1
AM-390-B03	Cas	1
AM-390-B04	PARIS	1
AM-390-B04	PfiAT	1
AM-390-B04	SoFic	1
AM-390-B04	RM	1
AM-390-B06	Eleos	1
AM-390-B06	SoFic	1
AM-390-B06	RM	3
AM-390-B07	AbiU	1
AM-390-B09	AbiE	2
AM-390-B09	RM	2
AM-390-B10	RM	1
AM-390-B11	CBASS	1
AM-390-B11	RM	1
AM-390-B14	AbiE	5
AM-390-B14	SoFic	2
AM-390-B14	SanaTA	1
AM-390-B14	RM	3
AM-390-B17	SoFic	1
AM-390-B17	RM	2
AM-390-B18	AbiL	1
AM-390-B18	SanaTA	1
AM-390-B18	PfiAT	1
AM-390-B20	Eleos	1
AM-390-B20	SoFic	1
AM-390-B20	RM	3
AM-390-B23	SoFic	1
AM-390-C02	AbiU	1
AM-390-C03	SoFic	1
AM-390-C03	RM	3
AM-390-C04	RM	1
AM-390-C05	RM	3
AM-390-C09	AbiE	1
AM-390-C09	PARIS	1
AM-390-C09	RM	1
AM-390-C10	Gabija	1
AM-390-C10	Qat	1
AM-390-C10	PD-T4-3	1
AM-390-C10	Mokosh	1
AM-390-C10	ISG15-like	1
AM-390-C10	BREX	1
AM-390-C10	PfiAT	1
AM-390-C10	Borvo	1
AM-390-C10	RM	7
AM-390-C13	Kiwa	1
AM-390-C13	Hachiman	1
AM-390-C13	SoFic	1
AM-390-C13	Retron	1
AM-390-C13	RM	1
AM-390-C16	AbiU	1
AM-390-C22	PsyrTA	1
AM-390-C22	CapRel	1
AM-390-D02	AbiE	2
AM-390-D04	RM	1
AM-390-D06	AbiE	1
AM-390-D06	SoFic	1
AM-390-D06	RM	2
AM-390-D08	RM	1
AM-390-D09	SoFic	1
AM-390-D09	RM	2
AM-390-D13	RM	1
AM-390-D16	DISARM	1
AM-390-D17	AbiE	2
AM-390-D17	Dnd	1
AM-390-D17	RM	1
AM-390-D18	Gabija	1
AM-390-D18	DarTG	1
AM-390-D18	RM	3
AM-390-D19	AbiU	1
AM-390-D19	RM	2
AM-390-D21	RM	3
AM-390-D23	RM	1
AM-390-E02	RloC	2
AM-390-E03	Eleos	1
AM-390-E03	RM	1
AM-390-E04	Shedu	1
AM-390-E05	RM	1
AM-390-E06	PD-T7-5	1
AM-390-E11	RM	2
AM-390-E13	RM	1
AM-390-E17	RM	3
AM-390-E18	AbiE	1
AM-390-E18	Hachiman	1
AM-390-E18	RM	2
AM-390-E19	RM	2
AM-390-E20	RM	1
AM-390-E21	AbiD	1
AM-390-E21	RM	2
AM-390-E22	RM	3
AM-390-E23	AbiE	2
AM-390-E23	Hhe	1
AM-390-E23	AbiZ	1
AM-390-E23	SanaTA	1
AM-390-F02	PD-T7-5	1
AM-390-F03	AbiE	2
AM-390-F03	ShosTA	2
AM-390-F03	SoFic	1
AM-390-F03	RM	2
AM-390-F05	Eleos	1
AM-390-F05	RM	1
AM-390-F05	Cas	1
AM-390-F06	SoFic	1
AM-390-F07	AbiE	2
AM-390-F07	SanaTA	1
AM-390-F08	AbiE	2
AM-390-F08	Dsr	1
AM-390-F08	PsyrTA	1
AM-390-F08	RM	2
AM-390-F08	Cas	1
AM-390-F09	Dnd	1
AM-390-F09	RM	1
AM-390-F16	RM	1
AM-390-F18	BREX	1
AM-390-F18	RM	1
AM-390-F22	AbiL	1
AM-390-F22	BREX	1
AM-390-F22	RM	2
AM-390-F23	SoFic	1
AM-390-F23	RM	3
AM-390-G02	Tmn	1
AM-390-G02	Wadjet	1
AM-390-G02	BREX	1
AM-390-G02	SoFic	1
AM-390-G02	RM	1
AM-390-G04	AbiE	1
AM-390-G04	PsyrTA	1
AM-390-G04	RM	1
AM-390-G05	AbiE	2
AM-390-G05	RM	2
AM-390-G08	ShosTA	1
AM-390-G08	SoFic	2
AM-390-G08	BREX	2
AM-390-G08	CBASS	1
AM-390-G08	RM	2
AM-390-G09	SoFic	1
AM-390-G11	RM	3
AM-390-G13	Shedu	1
AM-390-G13	SoFic	1
AM-390-G13	RM	4
AM-390-G14	AbiL	1
AM-390-G15	RM	1
AM-390-G16	Mokosh	1
AM-390-G16	SoFic	1
AM-390-G16	RM	1
AM-390-G17	RM	1
AM-390-G18	RM	1
AM-390-G19	RM	1
AM-390-G22	RM	1
AM-390-G23	Tmn	1
AM-390-G23	BREX	1
AM-390-G23	RM	2
AM-390-I07	RM	1
AM-390-I08	SoFic	1
AM-390-I10	BREX	1
AM-390-I11	AbiE	1
AM-390-I14	CapRel	1
AM-390-I15	AbiD	1
AM-390-I15	RM	2
AM-390-I15	Cas	1
AM-390-I18	Lamassu	1
AM-390-I18	SoFic	1
AM-390-I18	RM	3
AM-390-I19	PD-Lambda-1	1
AM-390-I19	Thoeris	1
AM-390-I22	RM	1
AM-390-I23	AbiE	1
AM-390-I23	RM	1
AM-390-J04	AbiU	1
AM-390-J04	DISARM	1
AM-390-J04	RM	1
AM-390-J05	RloC	2
AM-390-J05	AbiE	1
AM-390-J05	DarTG	1
AM-390-J05	PsyrTA	1
AM-390-J05	RM	7
AM-390-J05	Cas	1
AM-390-J07	RM	1
AM-390-J09	RM	1
AM-390-J10	AbiD	1
AM-390-J10	PD-T7-4	1
AM-390-J10	RM	4
AM-390-J11	Septu	1
AM-390-J11	RM	3
AM-390-J13	SanaTA	1
AM-390-J16	Gabija	1
AM-390-J16	Wadjet	1
AM-390-J16	CBASS	1
AM-390-J16	RM	2
AM-390-J17	Gabija	1
AM-390-J17	SanaTA	1
AM-390-J17	RM	1
AM-390-J18	SoFic	2
AM-390-J18	RM	1
AM-390-J19	RM	1
AM-390-J21	RM	1
AM-390-J22	RM	2
AM-390-K03	RM	1
AM-390-K04	SoFic	1
AM-390-K04	Sefir	1
AM-390-K04	RM	2
AM-390-K05	Dsr	1
AM-390-K05	ShosTA	1
AM-390-K05	RM	1
AM-390-K07	RM	1
AM-390-K08	RM	1
AM-390-K10	RM	1
AM-390-K13	Septu	1
AM-390-K13	RM	4
AM-390-K16	AbiU	1
AM-390-K16	RM	2
AM-390-K18	AbiE	3
AM-390-K18	Lamassu	1
AM-390-K18	CBASS	2
AM-390-K18	Retron	1
AM-390-K18	RM	4
AM-390-K20	AbiE	4
AM-390-K20	SanaTA	1
AM-390-K20	PfiAT	1
AM-390-K20	SoFic	1
AM-390-K20	RM	3
AM-390-K22	Pycsar	1
AM-390-K22	RM	1
AM-390-L04	PD-T7-5	1
AM-390-L04	RM	2
AM-390-L06	AbiE	1
AM-390-L06	PARIS	2
AM-390-L06	RM	1
AM-390-L06	Cas	1
AM-390-L08	SoFic	1
AM-390-L10	SoFic	1
AM-390-L10	RM	2
AM-390-L11	SoFic	1
AM-390-L11	RM	2
AM-390-L15	AbiE	2
AM-390-L15	ShosTA	1
AM-390-L15	SanaTA	1
AM-390-L15	SoFic	1
AM-390-L16	AbiJ	1
AM-390-L16	PsyrTA	1
AM-390-L16	Mokosh	1
AM-390-L16	SanaTA	1
AM-390-L16	Uzume	1
AM-390-L16	RM	1
AM-390-L19	RM	1
AM-390-L21	SoFic	1
AM-390-L21	RM	2
AM-390-L22	AbiE	3
AM-390-L22	Ppl	3
AM-390-L22	BREX	1
AM-390-L22	CBASS	1
AM-390-L22	pAgo	1
AM-390-L22	SoFic	1
AM-390-L22	RM	3
AM-390-L23	Eleos	1
AM-390-L23	Retron	1
AM-390-L23	RM	2
AM-390-M03	RM	1
AM-390-M05	RM	1
AM-390-M06	Eleos	1
AM-390-M06	RM	1
AM-390-M07	SoFic	1
AM-390-M07	RM	2
AM-390-M10	RM	2
AM-390-M14	RM	1
AM-390-M19	AbiU	1
AM-390-M20	RM	3
AM-390-M22	RM	2
AM-390-N05	RM	2
AM-390-N06	SoFic	1
AM-390-N06	RM	1
AM-390-N07	AbiE	2
AM-390-N07	PsyrTA	1
AM-390-N07	Qat	1
AM-390-N07	PD-T7-2	1
AM-390-N07	CBASS	1
AM-390-N07	SoFic	1
AM-390-N07	RM	2
AM-390-N09	SoFic	1
AM-390-N09	RM	2
AM-390-N10	AbiD	1
AM-390-N10	RM	4
AM-390-N14	SoFic	1
AM-390-N14	RM	1
AM-390-N15	RM	1
AM-390-N17	RM	1
AM-390-N18	AbiE	2
AM-390-N18	SoFic	1
AM-390-N21	RM	2
AM-390-N23	RM	1
AM-390-O02	RM	1
AM-390-O03	RM	1
AM-390-O06	Gabija	1
AM-390-O06	CBASS	1
AM-390-O07	RM	1
AM-390-O08	RloC	1
AM-390-O08	AbiD	1
AM-390-O08	SoFic	1
AM-390-O08	RM	1
AM-390-O09	Shedu	1
AM-390-O09	AbiE	3
AM-390-O09	SoFic	2
AM-390-O09	RM	1
AM-390-O11	SoFic	1
AM-390-O13	Eleos	2
AM-390-O13	SoFic	1
AM-390-O13	RM	2
AM-390-O15	BREX	1
AM-390-O17	RM	1
AM-390-O19	SoFic	1
AM-390-O20	Eleos	2
AM-390-O20	SoFic	1
AM-390-O20	BREX	1
AM-390-O20	RM	2
AM-390-O21	RM	2
AM-390-O21	Cas	1
AM-390-O23	TerY	1
AM-390-P01	SoFic	1
AM-390-P01	Uzume	1
AM-390-P02	RM	1
AM-390-P03	AbiE	1
AM-390-P03	PsyrTA	1
AM-390-P03	PD-T7-2	1
AM-390-P03	Qat	1
AM-390-P03	SoFic	1
AM-390-P03	CBASS	1
AM-390-P03	RM	3
AM-390-P05	PARIS	1
AM-390-P05	RM	4
AM-390-P08	AbiE	2
AM-390-P08	Eleos	1
AM-390-P08	RM	2
AM-390-P09	RM	1
AM-390-P14	SoFic	1
AM-390-P14	RM	1
AM-390-P16	AbiE	1
AM-390-P16	dXTPase	1
AM-390-P19	RM	1
AM-390-P20	BREX	1
AM-390-P20	RM	2
AM-390-P22	RM	1
AM-685-A01	DarTG	1
AM-685-A01	pAgo	3
AM-685-A01	RM	6
AM-685-A01	Cas	2
AM-685-A03	RM	1
AM-685-A05	PsyrTA	1
AM-685-A05	Tiamat	1
AM-685-A06	AbiU	1
AM-685-A06	RM	1
AM-685-A07	RM	1
AM-685-A08	RM	2
AM-685-A09	Tiamat	1
AM-685-A09	RM	1
AM-685-A10	ShosTA	1
AM-685-A10	RM	1
AM-685-A11	RM	2
AM-685-A14	RM	1
AM-685-A15	dXTPase	1
AM-685-A15	SoFic	1
AM-685-A15	RM	8
AM-685-A15	Cas	3
AM-685-A16	PARIS	1
AM-685-A16	RM	2
AM-685-A17	AbiE	1
AM-685-A18	AbiE	1
AM-685-A18	RM	2
AM-685-A20	PsyrTA	1
AM-685-A20	RM	3
AM-685-A21	PsyrTA	1
AM-685-A21	PfiAT	1
AM-685-A22	AbiE	4
AM-685-A22	Uzume	1
AM-685-A22	Borvo	1
AM-685-A22	RM	5
AM-685-A22	Cas	2
AM-685-A23	SoFic	1
AM-685-A23	RM	1
AM-685-B02	RM	2
